Price,Year,Kilometer,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Make,Location,Fuel Type
295000,2014,62500,3990.0,1680.0,1505.0,5.0,35.0,Honda,Varanasi,Diesel
2251000,2021,30229,4598.0,1894.0,1706.0,5.0,50.0,Tata,Mumbai,Diesel
9300000,2019,9000,4491.0,1852.0,1304.0,4.0,68.0,Porsche,Pune,Petrol
600000,2017,86000,4490.0,1730.0,1485.0,5.0,43.0,Maruti Suzuki,Yamunanagar,Diesel
1595000,2017,86000,4475.0,1850.0,1660.0,5.0,62.0,Hyundai,Bangalore,Petrol
375000,2013,29135,3995.0,1710.0,1505.0,5.0,45.0,Hyundai,Panchkula,Petrol
1200000,2015,50965,4370.0,1783.0,1458.0,5.0,60.0,Volvo,Kolkata,Diesel
1525000,2014,72000,4705.0,1840.0,1850.0,7.0,80.0,Toyota,Delhi,Diesel
2675000,2016,28000,4686.0,1810.0,1442.0,5.0,66.0,Mercedes-Benz,Gurgaon,Petrol
545000,2015,42000,3955.0,1694.0,1544.0,5.0,40.0,Honda,Delhi,Petrol
7900000,2017,11850,5246.0,1899.0,1494.0,5.0,70.0,Mercedes-Benz,Vadodara,Diesel
195000,2010,32000,3900.0,1695.0,1535.0,5.0,42.0,Honda,Gurgaon,Petrol
4550000,2021,24000,4709.0,1827.0,1435.0,5.0,59.0,BMW,Delhi,Diesel
2499000,2015,50623,4465.0,1900.0,1635.0,5.0,57.0,Land Rover,Kolkata,Diesel
210000,2012,85000,4520.0,1850.0,1895.0,7.0,55.0,Mahindra,Kanpur,Diesel
1097000,2022,1700,3995.0,1770.0,1605.0,5.0,45.0,Hyundai,Mumbai,Diesel
1095000,2020,43260,3971.0,1682.0,1469.0,5.0,45.0,Volkswagen,Bangalore,Petrol
1375000,2019,69000,4456.0,1820.0,1995.0,7.0,60.0,Mahindra,Lucknow,Diesel
745000,2021,14722,3845.0,1735.0,1530.0,5.0,37.0,Maruti Suzuki,Bangalore,Petrol
2175000,2017,29000,4735.0,1830.0,1795.0,7.0,55.0,Toyota,Mysore,Diesel
1250000,2017,60200,4395.0,1818.0,1640.0,5.0,60.0,Jeep,Thane,Petrol
500000,2017,140000,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Warangal,Diesel
625000,2017,23798,3999.0,1734.0,1601.0,5.0,40.0,Honda,Ahmedabad,Petrol
250000,2011,55000,4420.0,1695.0,1480.0,5.0,42.0,Honda,Kolkata,Petrol
650000,2017,51000,4384.0,1699.0,1466.0,5.0,55.0,Volkswagen,Rohtak,Petrol
310000,2014,49000,3610.0,1680.0,1500.0,5.0,35.0,Honda,Delhi,Petrol
600000,2017,48000,4315.0,1822.0,1695.0,5.0,50.0,Renault,Mumbai,Petrol
295000,2013,74000,4291.0,1722.0,1496.0,5.0,43.0,Ford,Hyderabad,Diesel
484999,2012,102000,4585.0,1890.0,1785.0,7.0,70.0,Mahindra,Mumbai,Diesel
4250000,2018,32000,4936.0,1868.0,1479.0,5.0,57.0,BMW,Mumbai,Petrol
375000,2013,97000,4655.0,1965.0,1922.0,7.0,55.0,Tata,Ambala Cantt,Diesel
1625000,2021,16000,4315.0,1800.0,1645.0,5.0,50.0,Kia,Kolkata,Petrol
5350000,2016,55700,4855.0,1939.0,1705.0,5.0,85.0,Porsche,Navi Mumbai,Diesel
4250000,2017,80000,4922.0,2004.0,1745.0,5.0,80.0,BMW,Thane,Diesel
480000,2014,115000,3999.0,1765.0,1708.0,5.0,52.0,Ford,Pune,Diesel
590000,2020,74000,3805.0,1680.0,1520.0,5.0,37.0,Hyundai,Ahmedabad,Petrol
561000,2015,61000,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Ahmedabad,Diesel
725000,2014,104814,4540.0,1760.0,1480.0,5.0,55.0,Toyota,Mumbai,Petrol
645000,2013,17000,4530.0,1775.0,1470.0,5.0,56.0,Hyundai,Pune,Petrol
1695000,2015,60000,4385.0,1831.0,1608.0,5.0,64.0,Audi,Delhi,Diesel
450000,2016,45000,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Delhi,Petrol
1375000,2016,75811,4585.0,1890.0,1785.0,7.0,70.0,Mahindra,Bangalore,Diesel
1700000,2021,3813,3985.0,1820.0,1855.0,4.0,57.0,Mahindra,Chennai,Petrol
525000,2016,64928,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Mumbai,Petrol
590000,2018,68500,3995.0,1735.0,1515.0,5.0,37.0,Maruti Suzuki,Varanasi,Diesel
1495000,2014,85000,4705.0,1840.0,1850.0,7.0,80.0,Toyota,Delhi,Diesel
3300000,2017,41296,4899.0,2094.0,1464.0,5.0,65.0,BMW,Mumbai,Diesel
385000,2013,72567,3990.0,1680.0,1505.0,5.0,35.0,Honda,Samastipur,Diesel
535000,2020,4295,3636.0,1475.0,1670.0,5.0,35.0,Maruti Suzuki,Samastipur,Petrol
875000,2018,82000,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Ahmedabad,Diesel
295000,2010,33000,4160.0,1690.0,1530.0,5.0,43.0,Maruti Suzuki,Mumbai,Petrol
235000,2011,54000,4560.0,1730.0,1487.0,5.0,45.0,Fiat,Nashik,Petrol
969999,2018,68000,4270.0,1780.0,1665.0,5.0,55.0,Hyundai,Kanpur,Diesel
1700000,2022,8530,4549.0,1748.0,1489.0,5.0,40.0,Honda,Pune,Petrol
1789999,2018,46000,4475.0,1850.0,1660.0,5.0,62.0,Hyundai,Delhi,Petrol
1964999,2020,26000,4735.0,1830.0,1795.0,7.0,65.0,Toyota,Delhi,Petrol
4000000,2014,39394,4198.0,1842.0,1353.0,2.0,60.0,Audi,Jaipur,Petrol
484999,2018,35000,3746.0,1647.0,1535.0,5.0,35.0,Tata,Patna,Petrol
580000,2019,17881,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Ranchi,Petrol
450000,2014,48409,4440.0,1695.0,1495.0,5.0,40.0,Honda,Ranchi,Petrol
355000,2020,40000,3395.0,1490.0,1475.0,5.0,35.0,Maruti Suzuki,Deoghar,Petrol
2375000,2017,61643,4385.0,1831.0,1608.0,5.0,64.0,Audi,Dehradun,Diesel
6500000,2020,21000,4686.0,1810.0,1409.0,4.0,59.0,Mercedes-Benz,Gurgaon,Petrol
1050000,2022,1500,3993.0,1811.0,1606.0,5.0,44.0,Tata,Kolkata,Petrol
445000,2014,38985,3998.0,1765.0,1647.0,5.0,52.0,Ford,Noida,Diesel
495000,2015,52000,3955.0,1694.0,1544.0,5.0,40.0,Honda,Noida,Petrol
275000,2011,42000,3585.0,1595.0,1550.0,5.0,35.0,Hyundai,Pune,Petrol
465000,2014,29442,3990.0,1680.0,1505.0,5.0,35.0,Honda,Mumbai,Petrol
1050000,2017,71800,4395.0,1818.0,1640.0,5.0,60.0,Jeep,Lucknow,Diesel
4900000,2022,5000,4686.0,1810.0,1442.0,5.0,66.0,Mercedes-Benz,Delhi,Petrol
3210000,2018,37000,4795.0,1855.0,1835.0,7.0,80.0,Toyota,Delhi,Diesel
269000,2009,85000,4420.0,1695.0,1480.0,5.0,42.0,Honda,Mohali,Petrol
445000,2018,65555,3995.0,1660.0,1520.0,5.0,43.0,Hyundai,Varanasi,Diesel
5950000,2021,35000,4371.0,1996.0,1649.0,5.0,66.5,Land Rover,Delhi,Diesel
3800000,2018,87000,4657.0,1881.0,1678.0,5.0,67.0,BMW,Raipur,Diesel
1000000,2018,42000,4270.0,1780.0,1630.0,5.0,60.0,Hyundai,Kolkata,Petrol
1490000,2018,68000,4456.0,1820.0,1995.0,7.0,60.0,Mahindra,Ludhiana,Diesel
1550000,2022,600,4323.0,1809.0,1650.0,5.0,48.0,MG,Kolkata,Petrol
199000,2011,192326,4421.0,1780.0,1940.0,7.0,65.0,Tata,Ranchi,Diesel
575000,2013,82000,4555.0,1770.0,1755.0,8.0,55.0,Toyota,Varanasi,Petrol
484999,2017,86006,3884.0,1695.0,1510.0,5.0,45.0,Toyota,Gurgaon,Diesel
425000,2014,75000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Kanpur,Diesel
1150000,2014,99000,4456.0,1820.0,1995.0,8.0,60.0,Mahindra,Ludhiana,Diesel
3195000,2021,21651,4861.0,1864.0,1483.0,5.0,66.0,Skoda,Mumbai,Petrol
725000,2016,84000,3995.0,1760.0,1555.0,5.0,45.0,Hyundai,Aurangabad,Diesel
2450000,2014,65000,4804.0,2141.0,1796.0,5.0,70.0,Mercedes-Benz,Chandigarh,Diesel
741000,2017,31000,4490.0,1730.0,1485.0,5.0,43.0,Maruti Suzuki,Mumbai,Petrol
7350000,2022,17000,5063.0,1860.0,1494.0,5.0,80.0,Mercedes-Benz,Surat,Diesel
1550000,2020,28000,3985.0,1820.0,1920.0,6.0,57.0,Mahindra,Delhi,Diesel
645000,2015,64000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Raipur,Diesel
550000,2014,85000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Jaipur,Diesel
595000,2017,35000,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Mumbai,Petrol
1595000,2015,44000,4370.0,1783.0,1458.0,5.0,60.0,Volvo,Mumbai,Diesel
500000,2017,32000,3715.0,1635.0,1565.0,5.0,35.0,Maruti Suzuki,Chennai,Petrol
345000,2016,49857,3599.0,1495.0,1700.0,5.0,35.0,Maruti Suzuki,Faridabad,Petrol
299000,2013,46000,3636.0,1475.0,1670.0,5.0,35.0,Maruti Suzuki,Varanasi,Petrol
160000,2008,50000,3520.0,1475.0,1690.0,5.0,35.0,Maruti Suzuki,Varanasi,Petrol
570000,2017,36000,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Zirakpur,Petrol
800000,2021,13000,3991.0,1750.0,1605.0,5.0,40.0,Renault,Dehradun,Petrol
440000,2018,40000,3655.0,1620.0,1675.0,5.0,32.0,Maruti Suzuki,Kanpur,Petrol
315000,2013,45000,3515.0,1500.0,1510.0,5.0,32.0,Hyundai,Chennai,Petrol
227000,2011,87513,3495.0,1475.0,1460.0,5.0,35.0,Maruti Suzuki,Salem,Petrol
1850000,2011,26000,5226.0,2120.0,1479.0,5.0,90.0,Mercedes-Benz,Delhi,Petrol
1995000,2018,35123,4735.0,1830.0,1795.0,8.0,55.0,Toyota,Patna,Diesel
1875000,2021,21000,4315.0,1800.0,1645.0,5.0,50.0,Kia,Delhi,Diesel
1748999,2022,2670,4300.0,1790.0,1635.0,5.0,50.0,Hyundai,Kolkata,Petrol
640000,2016,124000,4386.0,1699.0,1466.0,5.0,55.0,Skoda,Coimbatore,Diesel
779000,2016,9889,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Bangalore,Petrol
1450000,2021,13000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Delhi,Petrol
890000,2018,35000,3994.0,1811.0,1607.0,5.0,44.0,Tata,Chennai,Petrol
625000,2017,51145,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Nagpur,Petrol
8500000,2019,13000,5130.0,1934.0,1850.0,7.0,100.0,Mercedes-Benz,Mumbai,Diesel
2900000,2011,56000,4649.0,1860.0,1366.0,5.0,64.0,Audi,Pune,Petrol
4550000,2018,45000,4656.0,1890.0,1639.0,5.0,66.0,Mercedes-Benz,Mumbai,Diesel
2500000,2017,82900,4861.0,1864.0,1483.0,5.0,66.0,Skoda,Coimbatore,Diesel
270000,2015,64000,3795.0,1680.0,1427.0,5.0,45.0,Ford,Pune,Petrol
825000,2019,9644,3995.0,1735.0,1515.0,5.0,37.0,Maruti Suzuki,Pune,Petrol
425000,2017,41624,3695.0,1600.0,1560.0,5.0,35.0,Maruti Suzuki,Pune,Petrol
459999,2016,82844,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Hyderabad,Diesel
980000,2011,78000,4868.0,1854.0,1471.0,5.0,80.0,Mercedes-Benz,Ludhiana,Petrol
789000,2017,60444,4315.0,1822.0,1695.0,5.0,50.0,Renault,Bangalore,Petrol
5100000,2022,6000,4633.0,1811.0,1429.0,5.0,57.0,BMW,Raipur,Petrol
775000,2014,125000,4456.0,1820.0,1995.0,8.0,60.0,Mahindra,Lucknow,Diesel
1400000,2019,13000,4270.0,1780.0,1630.0,5.0,60.0,Hyundai,Mumbai,Petrol
770000,2015,112000,4265.0,1695.0,1685.0,7.0,45.0,Maruti Suzuki,Chennai,Diesel
445000,2012,54948,3715.0,1680.0,1620.0,5.0,43.0,Maruti Suzuki,Mangalore,Diesel
450000,2016,53300,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Pune,Petrol
840000,2019,34000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Delhi,Petrol
18500000,2021,21000,5462.0,1899.0,1498.0,4.0,70.0,Mercedes-Benz,Gurgaon,Petrol
4000000,2017,25500,4360.0,2120.0,1635.0,5.0,57.0,Land Rover,Pune,Diesel
690000,2015,157662,4585.0,1890.0,1785.0,7.0,70.0,Mahindra,Jaipur,Diesel
2800000,2018,20000,4630.0,1777.0,1432.0,5.0,56.0,Mercedes-Benz,Mumbai,Diesel
525000,2018,78900,3995.0,1660.0,1520.0,5.0,43.0,Hyundai,Vadodara,Diesel
7780000,2022,11000,5063.0,1860.0,1494.0,5.0,80.0,Mercedes-Benz,Delhi,Diesel
1989999,2018,103000,4697.0,1882.0,1665.0,7.0,63.0,Skoda,Delhi,Diesel
1200000,2017,95785,4788.0,1903.0,1791.0,7.0,60.0,Tata,Hyderabad,Diesel
620000,2017,92000,3998.0,1765.0,1647.0,5.0,52.0,Ford,Agra,Diesel
5200000,2019,43000,4731.0,2071.0,1651.0,5.0,82.0,Jaguar,Delhi,Diesel
1998999,2017,39328,4630.0,1777.0,1432.0,5.0,56.0,Mercedes-Benz,Kolkata,Diesel
2725000,2020,18625,4735.0,1830.0,1795.0,7.0,55.0,Toyota,Mumbai,Diesel
590000,2019,26000,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Lucknow,Petrol
1489000,2014,81000,4097.0,1789.0,1561.0,5.0,47.0,MINI,Panvel,Diesel
685000,2018,92000,3995.0,1735.0,1515.0,5.0,37.0,Maruti Suzuki,Ludhiana,Diesel
1121000,2019,38000,4456.0,1820.0,1930.0,7.0,60.0,Mahindra,Patna,Diesel
114999,2012,93000,4413.0,1703.0,1550.0,5.0,44.0,Tata,Unnao,Petrol
545000,2019,10340,3599.0,1495.0,1700.0,5.0,35.0,Maruti Suzuki,Delhi,Petrol
1350000,2015,47706,4385.0,1831.0,1608.0,5.0,64.0,Audi,Ranchi,Diesel
1299000,2021,13400,4445.0,1775.0,1700.0,6.0,45.0,Maruti Suzuki,Mysore,Petrol
450000,2016,44613,3995.0,1695.0,1525.0,5.0,40.0,Ford,Ranchi,Diesel
9000000,2017,7000,4379.0,1801.0,1295.0,2.0,54.0,Porsche,Faridabad,Petrol
550000,2019,29000,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Kolkata,Petrol
4390000,2020,23000,4633.0,1811.0,1429.0,5.0,57.0,BMW,Mumbai,Diesel
495000,2015,42000,4375.0,1700.0,1475.0,5.0,43.0,Hyundai,Kolkata,Petrol
360000,2015,16205,3515.0,1550.0,1510.0,5.0,32.0,Hyundai,Pune,Petrol
345000,2007,92000,4470.0,1810.0,1695.0,5.0,66.0,Maruti Suzuki,Mohali,Petrol
565000,2016,29000,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Mumbai,Petrol
9390000,2022,14000,4924.0,2157.0,1772.0,5.0,93.0,Mercedes-Benz,Delhi,Diesel
615000,2017,69000,3995.0,1835.0,1839.0,7.0,60.0,Mahindra,Delhi,Diesel
525000,2015,114635,4440.0,1695.0,1495.0,5.0,40.0,Honda,Kolkata,Diesel
2650000,2018,50000,4454.0,2044.0,1545.0,5.0,63.0,BMW,Delhi,Diesel
3785000,2019,29221,4454.0,2044.0,1545.0,5.0,63.0,BMW,Bangalore,Diesel
1175000,2012,77000,4915.0,1874.0,1455.0,5.0,65.0,Audi,Mumbai,Diesel
6400000,2022,5500,4658.0,1890.0,1644.0,5.0,66.0,Mercedes-Benz,Hyderabad,Diesel
1450000,2013,70000,4624.0,2031.0,1429.0,5.0,60.0,BMW,Mumbai,Diesel
1390000,2022,32000,4549.0,1748.0,1489.0,5.0,40.0,Honda,Delhi,Petrol
35000000,2018,9500,4568.0,1952.0,1213.0,2.0,78.0,Ferrari,Delhi,Petrol
2990000,2020,17904,4486.0,1839.0,1672.0,5.0,71.0,Volkswagen,Mumbai,Diesel
2150000,2012,95000,4355.0,2120.0,1635.0,5.0,57.0,Land Rover,Coimbatore,Diesel
8500000,2018,25275,4891.0,2003.0,1719.0,5.0,93.0,Mercedes-Benz,Hyderabad,Petrol
49000,2010,60000,3099.0,1495.0,1652.0,4.0,15.0,Tata,Gurgaon,Petrol
610000,2017,105000,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Pune,Diesel
1075000,2019,45000,4270.0,1780.0,1665.0,5.0,55.0,Hyundai,Raipur,Petrol
7500000,2021,8000,5063.0,1860.0,1494.0,5.0,80.0,Mercedes-Benz,Bangalore,Diesel
1321000,2018,38000,4620.0,1775.0,1475.0,5.0,55.0,Toyota,Mumbai,Petrol
950000,2020,55055,4300.0,1785.0,1595.0,5.0,48.0,Maruti Suzuki,Ludhiana,Diesel
825000,2021,22000,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Raipur,Petrol
1300000,2013,95000,4695.0,1815.0,1840.0,7.0,70.0,Mitsubishi,Bangalore,Diesel
465000,2014,25704,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Mumbai,Petrol
475000,2016,55353,3995.0,1695.0,1555.0,5.0,42.0,Maruti Suzuki,Kanpur,Diesel
1775000,2015,80000,4385.0,1831.0,1608.0,5.0,64.0,Audi,Chennai,Diesel
825000,2018,62000,4390.0,1699.0,1467.0,5.0,55.0,Volkswagen,Faridabad,Petrol
3450000,2019,41526,4892.0,1860.0,1837.0,7.0,80.0,Ford,Coimbatore,Diesel
379000,2018,29434,3746.0,1647.0,1535.0,5.0,35.0,Tata,Kolkata,Petrol
240000,2017,42000,3785.0,1635.0,1485.0,5.0,35.0,Datsun,Lucknow,Petrol
1525000,2021,14000,4315.0,1800.0,1645.0,5.0,50.0,Kia,Delhi,Petrol
1400000,2014,35000,4624.0,2031.0,1429.0,5.0,60.0,BMW,Kolkata,Diesel
2450000,2018,61000,4424.0,1804.0,1494.0,5.0,50.0,Mercedes-Benz,Mumbai,Diesel
1789999,2015,45000,4417.0,1804.0,1494.0,5.0,50.0,Mercedes-Benz,Lucknow,Diesel
4275000,2019,31000,4686.0,1810.0,1442.0,5.0,66.0,Mercedes-Benz,Delhi,Diesel
775000,2020,39000,3995.0,1775.0,1505.0,5.0,37.0,Hyundai,Mumbai,Petrol
229999,2012,52000,3600.0,1495.0,1595.0,5.0,35.0,Maruti Suzuki,Pune,Petrol
300000,2018,51000,3495.0,1550.0,1500.0,5.0,32.0,Hyundai,Kanpur,Petrol
160000,2011,72000,3545.0,1490.0,1475.0,5.0,35.0,Maruti Suzuki,Kanpur,Petrol
150000,2011,65000,3495.0,1475.0,1460.0,5.0,35.0,Maruti Suzuki,Lucknow,Petrol
8300000,2020,50000,4924.0,2157.0,1772.0,5.0,93.0,Mercedes-Benz,Navi Mumbai,Diesel
1685000,2016,80251,4385.0,1831.0,1608.0,5.0,64.0,Audi,Delhi,Diesel
270000,2010,86000,3565.0,1595.0,1550.0,5.0,35.0,Hyundai,Chennai,Petrol
210000,2014,42505,3395.0,1490.0,1475.0,5.0,35.0,Maruti Suzuki,Purnea,Petrol
625000,2017,42000,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Patna,Petrol
6900000,2017,42200,5219.0,1902.0,1481.0,4.0,78.0,BMW,Mumbai,Diesel
1490000,2019,57600,4315.0,1800.0,1645.0,5.0,50.0,Kia,Chennai,Petrol
1095000,2018,57000,4585.0,1890.0,1785.0,7.0,70.0,Mahindra,Lucknow,Diesel
850000,2014,85000,5060.0,1788.0,1826.0,7.0,71.0,Ford,Zirakpur,Diesel
1600000,2016,128000,4475.0,1850.0,1660.0,5.0,62.0,Hyundai,Pune,Diesel
265000,2011,66000,4265.0,1695.0,1510.0,5.0,45.0,Toyota,Delhi,Petrol
360000,2013,58000,4384.0,1699.0,1466.0,5.0,55.0,Volkswagen,Chandigarh,Petrol
350000,2012,89445,3715.0,1680.0,1620.0,5.0,43.0,Maruti Suzuki,Hyderabad,Diesel
1485000,2015,64120,4705.0,1840.0,1850.0,7.0,80.0,Toyota,Delhi,Diesel
800000,2017,82300,4490.0,1730.0,1485.0,5.0,43.0,Maruti Suzuki,Pune,Petrol
710000,2017,73000,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Lucknow,Diesel
710000,2018,72000,4300.0,1765.0,1590.0,5.0,48.0,Maruti Suzuki,Lucknow,Diesel
720000,2018,50197,3971.0,1682.0,1469.0,5.0,45.0,Volkswagen,Pune,Petrol
395000,2014,44527,3990.0,1680.0,1505.0,5.0,35.0,Honda,Mumbai,Petrol
2799000,2017,72400,4726.0,1842.0,1427.0,5.0,54.0,Audi,Bangalore,Diesel
455000,2014,50000,3999.0,1765.0,1708.0,5.0,52.0,Ford,Delhi,Petrol
690000,2014,37000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Delhi,Petrol
13000000,2021,20000,5207.0,2157.0,1823.0,7.0,90.0,Mercedes-Benz,Delhi,Diesel
1995000,2020,8000,4598.0,1894.0,1706.0,5.0,50.0,Tata,Bhubaneswar,Diesel
1750000,2014,69000,4899.0,2094.0,1464.0,5.0,65.0,BMW,Jalandhar,Diesel
2900000,2019,25000,4454.0,2044.0,1545.0,5.0,63.0,BMW,Delhi,Diesel
4500000,2022,17000,4454.0,2044.0,1545.0,5.0,63.0,BMW,Mumbai,Diesel
450000,2013,61000,4440.0,1695.0,1485.0,5.0,42.0,Honda,Delhi,Petrol
2149000,2015,69000,4936.0,1868.0,1479.0,5.0,65.0,BMW,Delhi,Diesel
4200000,2015,77000,5120.0,1934.0,1850.0,7.0,100.0,Mercedes-Benz,Chennai,Diesel
860000,2018,82200,3994.0,1811.0,1607.0,5.0,44.0,Tata,Pune,Diesel
875000,2018,28000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Delhi,Petrol
580000,2011,117000,4430.0,1817.0,1975.0,7.0,60.0,Mahindra,Salem,Diesel
3500000,2021,7900,4985.0,1926.0,1867.0,6.0,75.0,MG,Hyderabad,Diesel
229999,2010,72000,4160.0,1690.0,1530.0,5.0,43.0,Maruti Suzuki,Kanpur,Petrol
1513000,2015,79000,4385.0,1831.0,1608.0,5.0,64.0,Audi,Ahmedabad,Diesel
234000,2013,72600,3620.0,1475.0,1460.0,5.0,35.0,Maruti Suzuki,Panchkula,Petrol
320000,2018,42313,3429.0,1560.0,1541.0,5.0,28.0,Datsun,Bangalore,Petrol
5975000,2021,18000,4657.0,1881.0,1678.0,5.0,67.0,BMW,Delhi,Diesel
1025000,2019,90000,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Hyderabad,Diesel
169000,2010,18500,3495.0,1475.0,1460.0,5.0,35.0,Maruti Suzuki,Lucknow,Petrol
630000,2017,36000,3995.0,1735.0,1515.0,5.0,37.0,Maruti Suzuki,Patna,Diesel
1090000,2020,26200,3995.0,1770.0,1605.0,5.0,45.0,Hyundai,Delhi,Petrol
700000,2019,11000,3840.0,1735.0,1530.0,5.0,37.0,Maruti Suzuki,Chennai,Petrol
661000,2021,14366,3845.0,1735.0,1530.0,5.0,37.0,Maruti Suzuki,Ahmedabad,Petrol
250999,2011,98000,4421.0,1780.0,1940.0,7.0,65.0,Tata,Mumbai,Diesel
565000,2017,65000,3995.0,1835.0,1839.0,7.0,60.0,Mahindra,Delhi,Diesel
750000,2014,126000,4585.0,1760.0,1760.0,7.0,55.0,Toyota,Delhi,Diesel
1850000,2015,71700,4385.0,1831.0,1608.0,5.0,64.0,Audi,Navi Mumbai,Diesel
850000,2016,114000,4585.0,1890.0,1785.0,7.0,70.0,Mahindra,Lucknow,Diesel
535000,2016,58339,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Panchkula,Diesel
770000,2019,72040,3995.0,1735.0,1515.0,5.0,37.0,Maruti Suzuki,Pune,Diesel
3650000,2019,6000,4633.0,1811.0,1429.0,5.0,57.0,BMW,Delhi,Petrol
1195000,2022,6200,3995.0,1790.0,1647.0,5.0,45.0,Kia,Kolkata,Petrol
1650000,2012,44000,5226.0,2120.0,1479.0,5.0,90.0,Mercedes-Benz,Mumbai,Petrol
3199000,2021,6900,4861.0,1864.0,1483.0,5.0,66.0,Skoda,Kolkata,Petrol
7100000,2022,2500,5063.0,1860.0,1494.0,5.0,80.0,Mercedes-Benz,Noida,Petrol
625000,2016,68000,3971.0,1682.0,1469.0,5.0,45.0,Volkswagen,Delhi,Petrol
745000,2018,36000,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Patna,Diesel
551000,2021,19000,3610.0,1645.0,1560.0,5.0,35.0,Hyundai,Ahmedabad,Petrol
5950000,2019,10000,5063.0,1860.0,1494.0,5.0,80.0,Mercedes-Benz,Chennai,Diesel
22000000,2019,35000,4999.0,2220.0,1835.0,5.0,105.0,Land Rover,Pune,Diesel
3300000,2019,6400,3821.0,1727.0,1414.0,5.0,44.0,MINI,Delhi,Diesel
3250000,2019,34000,4903.0,1869.0,1837.0,7.0,80.0,Ford,Chennai,Diesel
690000,2016,35000,4315.0,1822.0,1695.0,5.0,50.0,Renault,Delhi,Diesel
894999,2019,46000,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Mumbai,Diesel
550000,2016,83000,4386.0,1699.0,1466.0,5.0,55.0,Skoda,Chandigarh,Diesel
399000,2013,54000,3999.0,1765.0,1708.0,5.0,52.0,Ford,Mumbai,Diesel
1275000,2020,42000,4315.0,1800.0,1645.0,5.0,50.0,Kia,Ahmedabad,Petrol
535000,2020,41441,3675.0,1475.0,1800.0,5.0,40.0,Maruti Suzuki,Bangalore,Petrol
825000,2018,48174,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Thane,Diesel
585000,2016,62591,3998.0,1765.0,1647.0,5.0,52.0,Ford,Mumbai,Diesel
675000,2017,48650,3955.0,1694.0,1544.0,5.0,40.0,Honda,Mumbai,Petrol
795000,2017,52245,4300.0,1785.0,1595.0,5.0,48.0,Maruti Suzuki,Pune,Diesel
6500000,2021,7500,5063.0,1860.0,1494.0,5.0,80.0,Mercedes-Benz,Delhi,Petrol
611000,2017,65000,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Kheda,Diesel
390000,2015,43297,3599.0,1495.0,1700.0,5.0,35.0,Maruti Suzuki,Kollam,Petrol
650000,2019,44710,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Pune,Petrol
390000,2013,62000,4618.0,1813.0,1488.0,5.0,67.0,Renault,Lucknow,Diesel
2400000,2017,59267,4726.0,1842.0,1427.0,5.0,54.0,Audi,Kolkata,Diesel
385000,2011,69000,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Hyderabad,Petrol
450000,2017,75000,3995.0,1695.0,1555.0,5.0,42.0,Maruti Suzuki,Kanpur,Petrol
649000,2020,52236,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Udupi,Petrol
3499000,2020,47000,4697.0,1882.0,1665.0,7.0,63.0,Skoda,Mumbai,Diesel
2900000,2019,15530,4456.0,1796.0,1416.0,5.0,50.0,Audi,Goa,Diesel
400000,2014,64000,3995.0,1695.0,1555.0,5.0,42.0,Maruti Suzuki,Agra,Diesel
